Service Domain ID,Service Domain Name,Focus Object,Applicability,Primary Control Record Candidate,Rationale,Stateful,Business Object Available,Service Operations Available,Business Events Available,Scenarios Available,Recommended Action,Review Status
RAIA-SD-231,"Gestión de Servicios de TI","Objeto de Gestión de Servicios de TI",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-232,"Gestión de Configuración","Objeto de Gestión de Configuración",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-233,"Gestión de Capacidad","Objeto de Gestión de Capacidad",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-234,"Gestión de Ambientes","Objeto de Gestión de Ambientes",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-235,"Automatización y CI/CD","Objeto de Automatización y CI/CD",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-236,"Recuperación Tecnológica","Objeto de Recuperación Tecnológica",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-237,"Contabilidad Financiera","Objeto de Contabilidad Financiera",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-238,"Gestión Financiera de Tecnología","Objeto de Gestión Financiera de Tecnología",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-239,"Compras","Objeto de Compras",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-240,"Gestión de Proveedores","Objeto de Gestión de Proveedores",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-241,"Gestión de Capital Humano","Objeto de Gestión de Capital Humano",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-242,"Servicios Jurídicos","Objeto de Servicios Jurídicos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-243,"Gestión de Registros","Objeto de Gestión de Registros",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-244,"Arquitectura Empresarial","Objeto de Arquitectura Empresarial",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-245,"Gestión de Portafolio Empresarial","Objeto de Gestión de Portafolio Empresarial",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-246,"Gestión de Contratos","Objeto de Gestión de Contratos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-247,"Estrategia de Salida de Proveedores","Objeto de Estrategia de Salida de Proveedores",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-248,"Gobierno de Arquitectura Empresarial","Objeto de Gobierno de Arquitectura Empresarial",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-249,"Estándares y Lineamientos","Objeto de Estándares y Lineamientos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-250,"Catálogo de Patrones","Objeto de Catálogo de Patrones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-251,"Autoridad de Diseño de Soluciones","Objeto de Autoridad de Diseño de Soluciones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-252,"Radar Tecnológico","Objeto de Radar Tecnológico",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-253,"Gestión de Deuda Técnica","Objeto de Gestión de Deuda Técnica",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-254,"Gestión de Excepciones Arquitectónicas","Objeto de Gestión de Excepciones Arquitectónicas",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-255,"Arquitecturas de Referencia","Objeto de Arquitecturas de Referencia",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-256,"Analítica Regulatoria","Objeto de Analítica Regulatoria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-257,"Modelos Actuariales","Objeto de Modelos Actuariales",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-258,"Modelos de Inversión","Objeto de Modelos de Inversión",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-259,"Modelos de Comportamiento del Trabajador","Objeto de Modelos de Comportamiento del Trabajador",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-260,"Modelos de Fraude","Objeto de Modelos de Fraude",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-261,"Gobierno de Inteligencia Artificial","Objeto de Gobierno de Inteligencia Artificial",analytical-capability,No,"Genera resúmenes ejecutivos e inteligencia de negocio a partir de datos transaccionales.",No,Yes,Yes,Yes,Yes,MARK_ANALYTICAL,validated
RAIA-SD-262,"Plataforma de Ciencia de Datos","Objeto de Plataforma de Ciencia de Datos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-263,"Gestión del Ciclo de Vida de Modelos","Objeto de Gestión del Ciclo de Vida de Modelos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-264,"Monitoreo de Modelos","Objeto de Monitoreo de Modelos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-265,"Diseño de Servicios","Objeto de Diseño de Servicios",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-266,"Portafolio de Innovación","Objeto de Portafolio de Innovación",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-267,"Investigación de Industria","Objeto de Investigación de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-268,"Sandbox Regulatorio","Objeto de Sandbox Regulatorio",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-269,"Gestión del Conocimiento","Objeto de Gestión del Conocimiento",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-270,"Gestión del Cambio y Adopción","Objeto de Gestión del Cambio y Adopción",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-271,"Capacitación y Certificación","Objeto de Capacitación y Certificación",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-272,"Mejora Continua","Objeto de Mejora Continua",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-273,"Gestión de Comunidad RAIA","Objeto de Gestión de Comunidad RAIA",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
