Service Domain ID,Business Area,Business Domain,Name,Landscape Layer,Capability Type,Focus Object,Accountable Participant,Applicable Regimes,Regulatory Criticality,Regulatory Sources,Articles,Coverage Status,Semantic Status,Recommended Action,Proposed Replacement or Split,Reviewer
RAIA-SD-181,"Servicio, Canales y Experiencia",Educación y Comercialización,Educación Financiera y Previsional,industry-value-stream,regulated-core,Objeto de Educación Financiera y Previsional,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-182,"Servicio, Canales y Experiencia",Educación y Comercialización,Gobierno de Publicidad,industry-value-stream,regulated-core,Objeto de Gobierno de Publicidad,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,high,N/A,N/A,reviewed,aligned,ENRICH,N/A,source-verified
RAIA-SD-183,"Servicio, Canales y Experiencia",Educación y Comercialización,Gestión de Asesores Previsionales,industry-value-stream,regulated-core,Objeto de Gestión de Asesores Previsionales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-184,"Servicio, Canales y Experiencia",Educación y Comercialización,Gestión de Campañas,industry-value-stream,regulated-core,Objeto de Gestión de Campañas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-185,"Servicio, Canales y Experiencia",Educación y Comercialización,Gestión de Prospectos,industry-value-stream,regulated-core,Objeto de Gestión de Prospectos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-186,"Servicio, Canales y Experiencia",Educación y Comercialización,Conocimiento del Trabajador,industry-value-stream,regulated-core,Objeto de Conocimiento del Trabajador,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-187,"Servicio, Canales y Experiencia",Educación y Comercialización,Medición de Satisfacción,industry-value-stream,regulated-core,Objeto de Medición de Satisfacción,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-188,"Servicio, Canales y Experiencia",Educación y Comercialización,Gestión de Retroalimentación,industry-value-stream,regulated-core,Objeto de Gestión de Retroalimentación,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-189,"Servicio, Canales y Experiencia",Educación y Comercialización,Comparación de Servicios y Rendimientos,industry-value-stream,regulated-core,Objeto de Comparación de Servicios y Rendimientos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-190,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Base de Datos Nacional SAR,industry-shared-service,industry-shared,Objeto de Base de Datos Nacional SAR,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-191,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Registro Maestro de Cuentas,industry-shared-service,industry-shared,Objeto de Registro Maestro de Cuentas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-192,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Registro Maestro de Trabajadores,industry-shared-service,industry-shared,Objeto de Registro Maestro de Trabajadores,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-193,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Registro Maestro de Participantes,industry-shared-service,industry-shared,Objeto de Registro Maestro de Participantes,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-194,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Datos de Referencia de Industria,industry-shared-service,industry-shared,Objeto de Datos de Referencia de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-195,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Calidad de Datos de Industria,industry-shared-service,industry-shared,Objeto de Calidad de Datos de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-196,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Calendario Operativo,industry-shared-service,industry-shared,Objeto de Calendario Operativo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-197,Servicios Compartidos de Industria,BDNSAR y Registros Maestros,Catálogos de Industria,industry-shared-service,industry-shared,Objeto de Catálogos de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-198,Servicios Compartidos de Industria,Orquestación e Intercambio,Orquestación Central de Procesos,industry-shared-service,industry-shared,Objeto de Orquestación Central de Procesos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-199,Servicios Compartidos de Industria,Orquestación e Intercambio,Intercambio de Información Regulatoria,industry-shared-service,industry-shared,Objeto de Intercambio de Información Regulatoria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-200,Servicios Compartidos de Industria,Orquestación e Intercambio,Coordinación de Transferencias de Recursos,industry-shared-service,industry-shared,Objeto de Coordinación de Transferencias de Recursos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-201,Servicios Compartidos de Industria,Orquestación e Intercambio,Compensación entre Participantes,industry-shared-service,industry-shared,Objeto de Compensación entre Participantes,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-202,Servicios Compartidos de Industria,Orquestación e Intercambio,Hub de Eventos y Notificaciones,industry-shared-service,industry-shared,Objeto de Hub de Eventos y Notificaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-203,Servicios Compartidos de Industria,Orquestación e Intercambio,Validación de Identidad de Industria,industry-shared-service,industry-shared,Objeto de Validación de Identidad de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-204,Servicios Compartidos de Industria,Orquestación e Intercambio,Validación Biométrica de Industria,industry-shared-service,industry-shared,Objeto de Validación Biométrica de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,high,N/A,N/A,reviewed,aligned,ENRICH,N/A,source-verified
RAIA-SD-205,Servicios Compartidos de Industria,Orquestación e Intercambio,Gestión de Folios y Acuses,industry-shared-service,industry-shared,Objeto de Gestión de Folios y Acuses,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-206,Servicios Compartidos de Industria,Orquestación e Intercambio,Monitoreo de Procesos de Industria,industry-shared-service,industry-shared,Objeto de Monitoreo de Procesos de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-207,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con IMSS,industry-shared-service,industry-shared,Objeto de Integración con IMSS,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-208,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con ISSSTE,industry-shared-service,industry-shared,Objeto de Integración con ISSSTE,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-209,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con INFONAVIT,industry-shared-service,industry-shared,Objeto de Integración con INFONAVIT,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-210,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con FOVISSSTE,industry-shared-service,industry-shared,Objeto de Integración con FOVISSSTE,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-211,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con Instituciones Bancarias,industry-shared-service,industry-shared,Objeto de Integración con Instituciones Bancarias,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-212,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con Aseguradoras,industry-shared-service,industry-shared,Objeto de Integración con Aseguradoras,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-213,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con Custodios y Mercados,industry-shared-service,industry-shared,Objeto de Integración con Custodios y Mercados,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-214,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con Autoridades Fiscales,industry-shared-service,industry-shared,Objeto de Integración con Autoridades Fiscales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-215,Servicios Compartidos de Industria,Integración con Ecosistema Externo,Integración con Entidades Recaudadoras,industry-shared-service,industry-shared,Objeto de Integración con Entidades Recaudadoras,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-216,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Gobierno de Datos,enterprise-enabler,enterprise-enabler,Objeto de Gobierno de Datos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-217,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Metadatos y Linaje,enterprise-enabler,enterprise-enabler,Objeto de Metadatos y Linaje,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-218,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Calidad de Datos Empresarial,enterprise-enabler,enterprise-enabler,Objeto de Calidad de Datos Empresarial,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-219,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Privacidad y Protección de Datos,enterprise-enabler,enterprise-enabler,Objeto de Privacidad y Protección de Datos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-220,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Gestión de Identidades y Accesos,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Identidades y Accesos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-221,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Criptografía y Gestión de Secretos,enterprise-enabler,enterprise-enabler,Objeto de Criptografía y Gestión de Secretos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-222,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Inteligencia de Amenazas,enterprise-enabler,enterprise-enabler,Objeto de Inteligencia de Amenazas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-223,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Desarrollo Seguro,enterprise-enabler,enterprise-enabler,Objeto de Desarrollo Seguro,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-224,Capacidades Empresariales y Tecnología,"Datos, Seguridad y Privacidad",Gestión de Vulnerabilidades,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Vulnerabilidades,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-225,Capacidades Empresariales y Tecnología,Tecnología y Operación,Operaciones de Tecnología,enterprise-enabler,enterprise-enabler,Objeto de Operaciones de Tecnología,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-226,Capacidades Empresariales y Tecnología,Tecnología y Operación,Ingeniería de Plataformas,enterprise-enabler,enterprise-enabler,Objeto de Ingeniería de Plataformas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-227,Capacidades Empresariales y Tecnología,Tecnología y Operación,Gestión de APIs,enterprise-enabler,enterprise-enabler,Objeto de Gestión de APIs,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-228,Capacidades Empresariales y Tecnología,Tecnología y Operación,Plataforma de Eventos,enterprise-enabler,enterprise-enabler,Objeto de Plataforma de Eventos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-229,Capacidades Empresariales y Tecnología,Tecnología y Operación,Plataforma de Integración,enterprise-enabler,enterprise-enabler,Objeto de Plataforma de Integración,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-230,Capacidades Empresariales y Tecnología,Tecnología y Operación,Observabilidad,enterprise-enabler,enterprise-enabler,Objeto de Observabilidad,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-231,Capacidades Empresariales y Tecnología,Tecnología y Operación,Gestión de Servicios de TI,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Servicios de TI,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-232,Capacidades Empresariales y Tecnología,Tecnología y Operación,Gestión de Configuración,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Configuración,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-233,Capacidades Empresariales y Tecnología,Tecnología y Operación,Gestión de Capacidad,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Capacidad,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-234,Capacidades Empresariales y Tecnología,Tecnología y Operación,Gestión de Ambientes,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Ambientes,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-235,Capacidades Empresariales y Tecnología,Tecnología y Operación,Automatización y CI/CD,enterprise-enabler,enterprise-enabler,Objeto de Automatización y CI/CD,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-236,Capacidades Empresariales y Tecnología,Tecnología y Operación,Recuperación Tecnológica,enterprise-enabler,enterprise-enabler,Objeto de Recuperación Tecnológica,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-237,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Contabilidad Financiera,enterprise-enabler,enterprise-enabler,Objeto de Contabilidad Financiera,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-238,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión Financiera de Tecnología,enterprise-enabler,enterprise-enabler,Objeto de Gestión Financiera de Tecnología,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-239,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Compras,enterprise-enabler,enterprise-enabler,Objeto de Compras,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-240,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión de Proveedores,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Proveedores,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-241,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión de Capital Humano,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Capital Humano,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-242,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Servicios Jurídicos,enterprise-enabler,enterprise-enabler,Objeto de Servicios Jurídicos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-243,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión de Registros,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Registros,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-244,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Arquitectura Empresarial,enterprise-enabler,enterprise-enabler,Objeto de Arquitectura Empresarial,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-245,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión de Portafolio Empresarial,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Portafolio Empresarial,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-246,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Gestión de Contratos,enterprise-enabler,enterprise-enabler,Objeto de Gestión de Contratos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-247,Capacidades Empresariales y Tecnología,Capacidades Corporativas,Estrategia de Salida de Proveedores,enterprise-enabler,enterprise-enabler,Objeto de Estrategia de Salida de Proveedores,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-248,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Gobierno de Arquitectura Empresarial,raia-governance-overlay,raia-governance,Objeto de Gobierno de Arquitectura Empresarial,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-249,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Estándares y Lineamientos,raia-governance-overlay,raia-governance,Objeto de Estándares y Lineamientos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-250,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Catálogo de Patrones,raia-governance-overlay,raia-governance,Objeto de Catálogo de Patrones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-251,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Autoridad de Diseño de Soluciones,raia-governance-overlay,raia-governance,Objeto de Autoridad de Diseño de Soluciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-252,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Radar Tecnológico,raia-governance-overlay,raia-governance,Objeto de Radar Tecnológico,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-253,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Gestión de Deuda Técnica,raia-governance-overlay,raia-governance,Objeto de Gestión de Deuda Técnica,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-254,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Gestión de Excepciones Arquitectónicas,raia-governance-overlay,raia-governance,Objeto de Gestión de Excepciones Arquitectónicas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-255,"Evolución, Arquitectura, Innovación y Conocimiento",Arquitectura y Estándares,Arquitecturas de Referencia,raia-governance-overlay,raia-governance,Objeto de Arquitecturas de Referencia,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-256,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Analítica Regulatoria,raia-governance-overlay,raia-governance,Objeto de Analítica Regulatoria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-257,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Modelos Actuariales,raia-governance-overlay,raia-governance,Objeto de Modelos Actuariales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-258,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Modelos de Inversión,raia-governance-overlay,raia-governance,Objeto de Modelos de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-259,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Modelos de Comportamiento del Trabajador,raia-governance-overlay,raia-governance,Objeto de Modelos de Comportamiento del Trabajador,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-260,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Modelos de Fraude,raia-governance-overlay,raia-governance,Objeto de Modelos de Fraude,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-261,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Gobierno de Inteligencia Artificial,raia-governance-overlay,raia-governance,Objeto de Gobierno de Inteligencia Artificial,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-262,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Plataforma de Ciencia de Datos,raia-governance-overlay,raia-governance,Objeto de Plataforma de Ciencia de Datos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-263,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Gestión del Ciclo de Vida de Modelos,raia-governance-overlay,raia-governance,Objeto de Gestión del Ciclo de Vida de Modelos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-264,"Evolución, Arquitectura, Innovación y Conocimiento","Analítica, Modelos e Inteligencia Artificial",Monitoreo de Modelos,raia-governance-overlay,raia-governance,Objeto de Monitoreo de Modelos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-265,"Evolución, Arquitectura, Innovación y Conocimiento",Innovación y Gestión del Cambio,Diseño de Servicios,raia-governance-overlay,raia-governance,Objeto de Diseño de Servicios,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-266,"Evolución, Arquitectura, Innovación y Conocimiento",Innovación y Gestión del Cambio,Portafolio de Innovación,raia-governance-overlay,raia-governance,Objeto de Portafolio de Innovación,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-267,"Evolución, Arquitectura, Innovación y Conocimiento",Innovación y Gestión del Cambio,Investigación de Industria,raia-governance-overlay,raia-governance,Objeto de Investigación de Industria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-268,"Evolución, Arquitectura, Innovación y Conocimiento",Innovación y Gestión del Cambio,Sandbox Regulatorio,raia-governance-overlay,raia-governance,Objeto de Sandbox Regulatorio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
